Row ID,Postal Code,Sales
261,10009.0,17
262,77506.0,1
263,77036.0,3059
264,77036.0,2519
265,60610.0,328
266,94513.0,79
267,27514.0,14
268,7960.0,7
269,45231.0,37
270,45231.0,57
271,94110.0,725
272,94109.0,209
273,94109.0,5
274,94109.0,10
275,90301.0,8
276,90301.0,5
277,19140.0,11
278,19140.0,18
279,19140.0,59
280,19140.0,24
281,77070.0,2
282,77070.0,1114
283,90004.0,1038
284,97206.0,141
285,97206.0,239
286,97206.0,31
287,33319.0,254
288,33319.0,194
289,33319.0,961
290,43229.0,19
291,43229.0,18
292,43229.0,255
293,43229.0,86
294,80906.0,300
295,80906.0,230
296,80906.0,218
297,80906.0,78
298,80906.0,27
299,7109.0,32
300,7109.0,1082
301,7109.0,56
302,7109.0,77
303,7109.0,14
304,60623.0,219
305,10024.0,26
306,48180.0,9
307,8701.0,45
308,8701.0,289
309,22204.0,4
310,80004.0,15
311,80004.0,466
312,80004.0,15
313,80004.0,6
314,7601.0,87
315,33710.0,178
316,33710.0,15
317,19143.0,99
318,10024.0,135
319,10024.0,3991
320,10024.0,275
321,10024.0,360
322,10024.0,43
323,90805.0,7
324,92345.0,251
325,92345.0,99
326,37130.0,15
327,19143.0,290
328,19143.0,54
329,19143.0,786
330,19143.0,100
331,19143.0,37
332,19134.0,82
333,19134.0,20
334,19134.0,4
335,90045.0,4
336,90045.0,959
337,90045.0,14
338,94122.0,7
339,94122.0,698
340,84041.0,4
341,19140.0,17
342,19140.0,509
343,19140.0,30
344,19140.0,71
345,78745.0,88
346,94122.0,47
347,1852.0,7
348,1852.0,24
349,1852.0,12
350,10009.0,6
351,10009.0,24
352,10009.0,3
353,10009.0,49
354,10009.0,4355
355,10035.0,388
356,10035.0,8
357,10035.0,17
358,10035.0,34
359,28205.0,36
360,31907.0,647
361,31907.0,20
362,10009.0,20
363,10009.0,488
364,10009.0,5
365,10009.0,47
366,94109.0,211
367,6040.0,23
368,6040.0,7
369,6040.0,104
370,6040.0,1043
371,78550.0,25
372,78550.0,53
373,85705.0,8
374,85705.0,1023
375,85705.0,9
376,85705.0,479
377,62301.0,99
378,2038.0,1488
379,77095.0,8
380,77095.0,23
381,77095.0,12
382,94109.0,50
383,94109.0,49
384,48180.0,41
385,33024.0,375
386,33024.0,83
387,19140.0,482
388,19140.0,2
389,45231.0,2
390,10009.0,23
391,10009.0,39
392,98198.0,246
393,98198.0,1799
394,61604.0,12
395,89115.0,75
396,2886.0,49
397,2886.0,12
398,49201.0,70
399,77036.0,35
400,77036.0,2396
401,77036.0,131
402,77036.0,57
403,33180.0,9
404,28403.0,39
405,10024.0,35
406,94110.0,179
407,94110.0,1199
408,94110.0,27
409,94110.0,1004
410,94110.0,9
411,94110.0,28
412,94110.0,55
413,94110.0,1336
414,94110.0,113
415,98105.0,139
416,98105.0,307
417,92646.0,95
418,90004.0,383
419,40475.0,5
420,90045.0,9
421,90045.0,15
422,80027.0,196
423,1841.0,56
424,1841.0,32
425,39212.0,866
426,48187.0,28
427,48187.0,287
428,10801.0,69
429,78207.0,6
430,28052.0,189
431,28052.0,408
432,28052.0,291
433,28052.0,4
434,1852.0,714
435,32216.0,4
436,32216.0,247
437,60623.0,1007
438,60623.0,313
439,77070.0,31
440,10024.0,207
441,48227.0,12
442,48227.0,194
443,48227.0,70
444,48227.0,91
445,48227.0,242
446,48227.0,22
447,47201.0,2
448,13021.0,59
449,13021.0,161
450,13021.0,263
451,13021.0,30
452,13021.0,9
453,13021.0,35
454,44312.0,284
455,44312.0,665
456,73071.0,63
457,94521.0,129
458,62521.0,747
459,62521.0,8
460,98115.0,103
461,98115.0,899
462,98115.0,51
463,85023.0,23
464,85023.0,1272
465,85023.0,28
466,85023.0,185
467,85023.0,78
468,60068.0,254
469,79109.0,205
470,60610.0,4
471,11757.0,55
472,94110.0,340
473,94110.0,222
474,94110.0,703
475,94110.0,92
476,94110.0,62
477,94110.0,94
478,90008.0,95
479,12180.0,40
480,10024.0,14
481,10024.0,704
482,92024.0,9
483,10024.0,5
484,10024.0,159
485,90045.0,29
486,90045.0,514
487,90045.0,279
488,60610.0,2735
489,77340.0,7
490,77340.0,63
491,77340.0,70
492,14609.0,449
493,14609.0,11
494,98115.0,93
495,38109.0,189
496,72701.0,105
497,92627.0,119
498,92627.0,255
499,92627.0,241
500,92627.0,69
501,80134.0,22
502,80134.0,14
503,80134.0,801
504,80134.0,2
505,80134.0,32
506,10024.0,15
507,30318.0,2
508,30318.0,8
509,30318.0,46
510,30318.0,6354
511,64118.0,126
512,64118.0,38
513,43055.0,7
514,90049.0,6
515,90049.0,5
516,59405.0,2999
517,59405.0,51
518,59405.0,11
519,59405.0,1126
520,77041.0,18
521,77041.0,129
522,77041.0,14
523,48234.0,210
524,90032.0,55
525,90032.0,66
526,1841.0,22
527,33801.0,683
528,33801.0,45
529,19134.0,36
530,19134.0,666
531,19134.0,52
532,90036.0,190
533,90032.0,47
534,36116.0,979
535,36116.0,22
536,85204.0,16
537,60653.0,42
538,10009.0,10
539,42420.0,152
540,42420.0,283
541,54302.0,468
542,85705.0,380
543,45503.0,646
544,76106.0,58
545,76106.0,100
546,76106.0,66
547,10035.0,41
548,10035.0,13
549,60653.0,250
550,60653.0,11
551,60653.0,8
552,94110.0,1121
553,32216.0,34
554,77070.0,10
555,92804.0,1295
556,28403.0,19
557,90045.0,20
558,90045.0,1335
559,90045.0,32
560,94110.0,42
561,94110.0,84
562,33614.0,13
563,33614.0,13
564,98105.0,3
565,98105.0,2
566,90008.0,374
567,98105.0,91
568,98105.0,81
569,98105.0,19
570,98105.0,451
571,10024.0,72
572,10024.0,13
573,10024.0,33
574,10024.0,14
575,98270.0,8
576,90805.0,160
577,90805.0,19
578,90805.0,7
579,60610.0,69
580,60610.0,8
581,90004.0,51
582,80219.0,470
583,80219.0,105
584,80219.0,31
585,80219.0,6
586,80219.0,406
587,40475.0,70
588,40475.0,294
589,97301.0,84
590,97301.0,20
591,97301.0,16
592,97301.0,10
593,78041.0,9
594,78041.0,31
595,92024.0,76
596,92024.0,1199
597,92024.0,445
598,92024.0,327
599,19134.0,11
600,19120.0,143
601,19120.0,494
602,19120.0,5
603,33614.0,142
604,33614.0,45
605,33614.0,7
606,33614.0,43
607,33614.0,131
608,19134.0,3
609,19134.0,21
610,19134.0,55
611,75217.0,369
612,75217.0,15
613,19143.0,8
614,19143.0,728
615,43123.0,119
616,43123.0,3
617,10011.0,40
618,10011.0,9
619,10011.0,107
620,10011.0,37
621,10011.0,88
622,60610.0,8
623,48126.0,301
624,48126.0,555
625,48126.0,523
626,48126.0,161
627,10009.0,35
628,98115.0,97
629,94122.0,15
630,94122.0,13
631,80013.0,243
632,80013.0,119
633,80013.0,300
634,33180.0,17
635,33180.0,235
636,31088.0,392
637,80013.0,18
638,80013.0,122
639,94591.0,1049
640,94591.0,15
641,55407.0,18
642,92691.0,330
643,92691.0,26
644,48307.0,132
645,7060.0,6
646,47201.0,209
647,85635.0,31
648,85635.0,30
649,98661.0,14
650,98661.0,302
651,98661.0,316
652,10024.0,379
653,10035.0,97
654,10035.0,103
655,43229.0,113
656,43229.0,3
657,43229.0,134
658,60505.0,701
659,60505.0,2
660,76017.0,999
661,76017.0,724
662,76017.0,918
663,76017.0,2
664,10011.0,459
665,40214.0,10
666,75081.0,23
667,75081.0,85
668,75081.0,381
669,44105.0,30
670,60653.0,23
671,60653.0,108
672,60653.0,36
673,62301.0,19
674,47201.0,61
675,47201.0,38
676,47201.0,99
677,75701.0,2
678,75701.0,27
679,75701.0,82
680,75701.0,182
681,10024.0,14
682,10024.0,64
683,10024.0,68
684,27217.0,7999
685,27217.0,167
686,39212.0,479
687,39212.0,14
688,39212.0,19
689,10035.0,191
690,22980.0,104
691,22980.0,284
692,22980.0,36
693,90036.0,166
694,90036.0,33
695,19013.0,198
696,19013.0,47
697,19013.0,200
698,19013.0,97
699,19013.0,2
700,19013.0,18
701,19013.0,4
702,44105.0,15
703,98103.0,209
704,90805.0,369
705,27511.0,10
706,27511.0,166
707,27511.0,15
708,10035.0,119
709,10035.0,883
710,10035.0,46
711,10035.0,55
712,32137.0,24
713,10550.0,281
714,10550.0,307
715,10550.0,299
716,98105.0,19
717,19901.0,9
718,43055.0,103
719,84057.0,59
720,84057.0,73
721,90045.0,146
722,48205.0,1652
723,48205.0,296
724,19140.0,129
725,33012.0,45
726,78745.0,17
727,78745.0,55
728,11572.0,182
729,11572.0,400
730,11572.0,33
731,11572.0,542
732,11572.0,6
733,98115.0,242
734,98115.0,179
735,98115.0,99
736,98115.0,27
737,98115.0,84
738,98115.0,18
739,94110.0,49
740,60540.0,11
741,60540.0,272
742,60540.0,3
743,75220.0,51
744,75220.0,3
745,75220.0,4
746,75220.0,55
747,92105.0,567
748,92105.0,359
749,60201.0,11
750,48183.0,58
751,48183.0,157
752,48183.0,56
753,48183.0,2
754,94110.0,1199
755,90036.0,79
756,32216.0,383
757,55016.0,24
758,55016.0,119
759,10009.0,13
760,54302.0,22
761,90004.0,58
762,30318.0,12
763,43229.0,107
764,71111.0,11
765,71111.0,50
766,71111.0,646
767,71111.0,5
768,71111.0,572
769,33710.0,310
770,22204.0,641
771,50315.0,18
772,50315.0,207
773,50315.0,32
774,50315.0,7
775,50315.0,40
776,50315.0,34
777,45231.0,32
778,94110.0,544
779,94110.0,59
780,94110.0,23
781,94110.0,4
782,43229.0,32
783,43229.0,24
784,43229.0,35
785,43229.0,47
786,29203.0,186
787,93534.0,17
788,93534.0,348
789,23223.0,143
790,23223.0,15
791,23223.0,43
792,23223.0,332
793,28806.0,1363
794,94110.0,9
795,94110.0,21
796,55901.0,20
797,14609.0,132
798,14609.0,12
799,14609.0,21
800,92530.0,283
801,92105.0,22
802,92105.0,215
803,10024.0,355
804,71203.0,12
805,94122.0,18
806,80219.0,43
807,80219.0,1983
808,68104.0,28
809,68104.0,149
810,98026.0,11
811,98026.0,1298
812,98026.0,213
813,98026.0,25
814,92704.0,18
815,92704.0,1399
816,53209.0,51
817,19140.0,5
818,19140.0,41
819,19140.0,3
820,19140.0,1228
821,19140.0,31
822,19140.0,335
823,7109.0,239
824,7109.0,9
825,94110.0,67
826,94110.0,167
827,55044.0,35
828,55044.0,37
829,55044.0,15
830,41042.0,301
831,41042.0,180
832,41042.0,191
833,41042.0,65
834,33614.0,35
835,33614.0,23
836,33614.0,265
837,75701.0,51
838,38401.0,9
839,76106.0,21
840,10035.0,60
841,10035.0,11
842,10035.0,186
843,90036.0,37
844,90036.0,26
845,90036.0,11
846,90036.0,14
847,40214.0,83
848,40214.0,287
849,44052.0,48
850,7036.0,115
851,93905.0,5
852,93905.0,38
853,39212.0,185
854,10035.0,44
855,10035.0,242
856,10035.0,39
857,10035.0,102
858,10035.0,21
859,8901.0,7
860,8901.0,7
861,94122.0,7
862,94122.0,23
863,32216.0,191
864,32216.0,5
865,32216.0,59
866,22153.0,2
867,22153.0,51
868,19140.0,15
869,17602.0,44
870,19143.0,1141
871,19143.0,280
872,3301.0,34
873,10009.0,11
874,10009.0,106
875,28205.0,192
876,3301.0,322
877,3301.0,29
878,3301.0,371
879,19120.0,5
880,10024.0,68
881,10024.0,1242
882,22153.0,30
883,94109.0,13
884,48227.0,31
885,14609.0,17
886,90045.0,13
887,92105.0,83
888,21044.0,37
889,94122.0,34
890,10801.0,149
891,10801.0,51
892,48227.0,4
893,48227.0,15
894,48227.0,543
895,94122.0,155
896,94122.0,70
897,77095.0,15
898,48227.0,103
899,13021.0,46
900,45503.0,8
901,75043.0,10
902,75043.0,18
903,60653.0,323
904,90032.0,20
905,90032.0,64
906,90032.0,12
907,10009.0,323
908,10009.0,90
909,10009.0,52
910,49201.0,1199
911,49201.0,1928
912,49201.0,352
913,6360.0,22
914,53209.0,46
915,53209.0,143
916,78207.0,99
917,78207.0,797
918,78207.0,8
919,75220.0,149
920,75220.0,12
921,22304.0,24
922,10009.0,85
923,10009.0,21
924,10009.0,406
925,10011.0,841
926,19143.0,15
927,19143.0,252
928,22153.0,46
929,22153.0,28
930,43615.0,14
931,43615.0,89
932,43615.0,13
933,19140.0,12
934,19120.0,45
935,19120.0,29
936,19120.0,15
937,19120.0,447
938,87401.0,159
939,92503.0,12
940,92503.0,134
941,94110.0,17
942,90503.0,6
943,90503.0,1114
944,98105.0,32
945,98105.0,540
946,98105.0,167
947,85204.0,393
948,19120.0,516
949,19120.0,1007
950,19120.0,2065
951,19120.0,15
952,19120.0,25
953,19143.0,25
954,78664.0,27
955,78664.0,78
956,39212.0,173
957,85023.0,29
958,85023.0,4
959,85023.0,15
960,92054.0,204
961,94110.0,321
962,72701.0,6
963,94110.0,21
964,33433.0,4
965,10011.0,9
966,10011.0,35
967,10011.0,12
968,10011.0,191
969,10011.0,8
970,10011.0,501
971,19134.0,127
972,19134.0,124
973,19134.0,18
974,19134.0,30
975,10011.0,160
976,10011.0,75
977,97206.0,1
978,48205.0,3059
979,28403.0,3
980,47201.0,34
981,10035.0,599
982,80027.0,3
983,80027.0,559
984,80027.0,603
985,77506.0,7
986,77506.0,27
987,77506.0,336
988,77041.0,1
989,13021.0,520
990,13021.0,17
991,32216.0,1166
992,10024.0,14
993,95123.0,10
994,95123.0,154
995,23464.0,2715
996,23464.0,617
997,42420.0,10
998,42420.0,36
999,42420.0,24
1000,42420.0,33
1001,98661.0,44
1002,10024.0,2309
1003,10024.0,1090
1004,10024.0,19
1005,92563.0,484
1006,28540.0,115
1007,85254.0,7
1008,85254.0,4
1009,52601.0,44
1010,60653.0,95
1011,92037.0,151
1012,98502.0,155
1013,98502.0,14
1014,98103.0,1618
1015,98103.0,99
1016,90036.0,32
1017,10011.0,13
1018,10011.0,155
1019,10011.0,124
1020,10011.0,601
1021,20016.0,22
1022,20016.0,1267
1023,20016.0,1379
1024,19134.0,6
1025,90045.0,11
1026,45503.0,15
1027,45503.0,63
1028,45503.0,15
1029,7601.0,177
1030,7601.0,197
1031,7601.0,854
1032,7601.0,124
1033,7601.0,14
1034,45231.0,15
1035,45231.0,2
1036,45231.0,14
1037,65109.0,86
1038,90004.0,36
1039,27217.0,23
1040,27217.0,28
1041,63376.0,697
1042,10035.0,31
1043,10035.0,722
1044,60610.0,8
1045,60610.0,58
1046,61107.0,254
1047,33142.0,1363
1048,33142.0,102
1049,94109.0,1113
1050,94109.0,99
1051,19134.0,168
1052,19134.0,6
1053,19134.0,282
1054,10009.0,11
1055,10009.0,108
1056,10009.0,82
1057,10009.0,9
1058,92037.0,19
1059,92037.0,65
1060,19143.0,4
1061,77095.0,107
1062,43615.0,45
1063,43615.0,10
1064,43615.0,7
1065,43615.0,118
1066,43615.0,1
1067,43615.0,55
1068,94122.0,194
1069,78521.0,1
1070,19143.0,25
1071,90008.0,19
1072,80219.0,29
1073,10035.0,8
1074,85204.0,6
1075,85204.0,4
1076,85204.0,31
1077,47201.0,40
1078,98105.0,119
1079,98105.0,31
1080,98105.0,6
1081,48227.0,19
1082,48227.0,1106
1083,10701.0,836
1084,10701.0,26
1085,10701.0,362
1086,10701.0,4899
1087,50315.0,6
1088,94601.0,71
1089,94601.0,3
1090,28110.0,31
1091,28110.0,71
1092,92105.0,120
1093,92105.0,219
1094,20735.0,28
1095,20735.0,355
1096,28205.0,348
1097,28205.0,35
1098,90049.0,447
1099,94122.0,7
1100,94122.0,8
1101,94122.0,29
1102,94122.0,8
1103,77041.0,2
1104,77041.0,2
1105,92503.0,22
1106,77041.0,100
1107,77041.0,2
1108,77041.0,10
1109,77041.0,58
1110,77041.0,40
1111,77041.0,71
1112,77041.0,10
1113,77041.0,1
1114,92024.0,46
1115,92024.0,119
1116,92024.0,119
1117,94110.0,6
1118,30076.0,279
1119,30076.0,619
1120,30076.0,4
1121,30076.0,15
1122,72401.0,699
1123,72401.0,22
1124,72401.0,38
1125,72401.0,6
1126,72401.0,23
1127,72401.0,1067
1128,47374.0,10
1129,47374.0,101
1130,22153.0,343
1131,22153.0,40
1132,22153.0,63
1133,94509.0,19
1134,19134.0,124
1135,19134.0,7
1136,33030.0,85
1137,46350.0,287
1138,46350.0,37
1139,46350.0,19
1140,46350.0,20
1141,46350.0,17
1142,90045.0,204
1143,90045.0,8
1144,90045.0,6
1145,90045.0,686
1146,90045.0,62
1147,48911.0,644
1148,48911.0,5
1149,48911.0,12
1150,48911.0,10
1151,48911.0,599
1152,44221.0,8
1153,89502.0,3
1154,89502.0,159
1155,22801.0,122
1156,22801.0,2244
1157,22801.0,62
1158,22801.0,455
1159,90004.0,195
1160,55407.0,362
1161,55407.0,11
1162,92025.0,53
1163,10035.0,9
1164,10035.0,125
1165,10035.0,25
1166,49201.0,46
1167,98115.0,447
1168,10035.0,109
1169,10035.0,272
1170,10035.0,19
1171,10035.0,31
1172,48073.0,22
1173,90008.0,16
1174,61701.0,5
1175,10035.0,50
1176,3301.0,27
1177,90004.0,11
1178,20852.0,172
1179,20852.0,179
1180,77070.0,258
1181,8701.0,1322
1182,8701.0,3
1183,28540.0,21
1184,28540.0,7
1185,98103.0,12
1186,98103.0,485
1187,98103.0,25
1188,98103.0,197
1189,90036.0,81
1190,90036.0,889
1191,90036.0,892
1192,90036.0,223
1193,90036.0,23
1194,33065.0,15
1195,33065.0,15
1196,33065.0,24
1197,33065.0,55
1198,77041.0,431
1199,77041.0,95
1200,77041.0,1088
1201,80219.0,544
1202,80219.0,1
1203,80219.0,854
1204,80219.0,593
1205,80219.0,338
1206,28205.0,271
1207,10009.0,11
1208,10009.0,9
1209,10009.0,14
1210,10009.0,41
1211,10009.0,8
1212,10009.0,579
1213,19134.0,141
1214,19134.0,3
1215,19134.0,4
1216,19134.0,4
1217,19134.0,95
1218,19134.0,17
1219,19134.0,258
1220,19134.0,1931
1221,90036.0,249
1222,90036.0,255
1223,10024.0,113
1224,10024.0,78
1225,10024.0,1
1226,10024.0,40
1227,10024.0,182
1228,10024.0,193
1229,90045.0,15
1230,90045.0,8
1231,90045.0,5
1232,14215.0,2
1233,14215.0,79
1234,45231.0,839
1235,33437.0,47
1236,33437.0,37
1237,33437.0,63
1238,33437.0,165
1239,98105.0,12
1240,98105.0,40
1241,98105.0,22
1242,10024.0,22
1243,10009.0,398
1244,10009.0,8
1245,39503.0,48
1246,93727.0,764
1247,93727.0,3610
1248,93727.0,254
1249,10009.0,38
1250,10009.0,1141
1251,10009.0,1704
1252,10009.0,3
1253,53209.0,1099
1254,19013.0,5
1255,19013.0,35
1256,19013.0,6
1257,19013.0,43
1258,28205.0,27
1259,28205.0,540
1260,28205.0,255
1261,32216.0,863
1262,27834.0,17
1263,11561.0,17
1264,46350.0,69
1265,46350.0,41
1266,94122.0,6
1267,90045.0,142
1268,90045.0,292
1269,80027.0,29
1270,35630.0,12
1271,60623.0,102
1272,60623.0,48
1273,60623.0,44
1274,76106.0,10
1275,76106.0,388
1276,76106.0,14
1277,76106.0,63
1278,77070.0,86
1279,31204.0,32
1280,31204.0,83
1281,52402.0,278
1282,32216.0,15
1283,32216.0,17
1284,32216.0,251
1285,78745.0,2
1286,2908.0,14
1287,10035.0,15
1288,10009.0,39
1289,10009.0,12
1290,10009.0,20
1291,94122.0,13
1292,94122.0,32
1293,92105.0,32
1294,92105.0,114
1295,92105.0,3
1296,81001.0,845
1297,94533.0,13
1298,94533.0,20
1299,55106.0,114
1300,94109.0,26
1301,22153.0,572
1302,22153.0,286
1303,22204.0,61
1304,31907.0,23
1305,31907.0,287
1306,77036.0,419
1307,91104.0,46
1308,91104.0,17
1309,91104.0,21
1310,91104.0,161
1311,91104.0,161
1312,1841.0,3
1313,1841.0,122
1314,43229.0,155
1315,90032.0,38
1316,90032.0,183
1317,90032.0,579
1318,19120.0,14
1319,32725.0,575
1320,32725.0,5
1321,45231.0,5
1322,45231.0,285
1323,42071.0,72
1324,28403.0,10
1325,1841.0,46
1326,60653.0,17
1327,19120.0,51
1328,6360.0,11
1329,94110.0,87
1330,94109.0,37
1331,44052.0,2
1332,44052.0,27
1333,75220.0,1
1334,75220.0,7
1335,90049.0,140
1336,6457.0,552
1337,90008.0,25
1338,10011.0,29
1339,10011.0,677
1340,10011.0,75
1341,28540.0,695
1342,28540.0,15
1343,28540.0,28
1344,11520.0,47
1345,11520.0,13
1346,55044.0,93
1347,55044.0,47
1348,55044.0,19
1349,55044.0,53
1350,55044.0,35
1351,60201.0,258
1352,22204.0,31
1353,94109.0,183
1354,94109.0,17
1355,94109.0,300
1356,77036.0,220
1357,77036.0,281
1358,40214.0,79
1359,76106.0,1
1360,90049.0,145
1361,19120.0,123
1362,19120.0,23
1363,19120.0,309
1364,85705.0,38
1365,85705.0,95
1366,85705.0,239
1367,85705.0,201
1368,85705.0,899
1369,90660.0,145
1370,80906.0,590
1371,80906.0,14
1372,20735.0,49
1373,94591.0,29
1374,94591.0,17
1375,84604.0,912
1376,84062.0,1089
1377,84062.0,447
1378,84062.0,16
1379,84062.0,399
1380,84062.0,158
1381,84062.0,13
1382,60505.0,83
1383,30080.0,80
1384,30080.0,348
1385,30080.0,9
1386,30080.0,18
1387,30080.0,239
1388,30080.0,167
1389,30080.0,104
1390,30080.0,484
1391,30080.0,122
1392,30080.0,154
1393,30080.0,342
1394,27217.0,9
1395,60505.0,652
1396,60505.0,66
1397,10035.0,17
1398,10035.0,11
1399,10035.0,88
1400,10035.0,6
1401,24153.0,21
1402,24153.0,251
1403,43229.0,205
1404,43229.0,419
1405,19143.0,10
1406,19143.0,154
1407,19143.0,116
1408,10024.0,75
1409,10024.0,39
1410,85023.0,393
1411,75051.0,23
1412,10035.0,408
1413,10035.0,165
1414,10024.0,334
1415,92627.0,239
1416,92627.0,37
1417,77041.0,946
1418,77041.0,151
1419,77041.0,4
1420,85204.0,86
1421,85204.0,72
1422,85204.0,60
1423,85204.0,77
1424,85204.0,119
1425,85204.0,263
1426,85204.0,363
1427,93905.0,9
1428,93905.0,14
1429,93905.0,29
1430,93905.0,427
1431,43229.0,220
1432,35630.0,152
1433,35630.0,7
1434,35630.0,1819
1435,98105.0,33
1436,44134.0,31
1437,44134.0,5
1438,79109.0,263
1439,79109.0,2453
1440,2908.0,29
1441,2908.0,39
1442,94110.0,36
1443,40475.0,13
1444,80013.0,139
1445,60623.0,1979
1446,60653.0,164
1447,60653.0,470
1448,60653.0,47
1449,19134.0,2
1450,90008.0,88
1451,85023.0,2
1452,36608.0,70
1453,36608.0,91
1454,36608.0,33
1455,36608.0,3040
1456,31907.0,91
1457,31907.0,452
1458,2740.0,52
1459,75061.0,15
1460,6457.0,27
1461,98103.0,55
1462,8360.0,244
1463,77506.0,159
1464,77506.0,1024
1465,10009.0,3
1466,85301.0,121
1467,85301.0,95
1468,32216.0,255
1469,48234.0,872
1470,48234.0,41
1471,48234.0,12
1472,19120.0,6
1473,90004.0,8
1474,77036.0,6
1475,14304.0,17
1476,14304.0,17
1477,10024.0,28
1478,27360.0,52
1479,92683.0,31
1480,94122.0,25
1481,94122.0,40
1482,94122.0,33
1483,38301.0,9
1484,38301.0,3
1485,98115.0,177
1486,10035.0,3
1487,90008.0,1212
1488,90008.0,89
